Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.464399093;0.5;0.217687;0;69.9
0.682086168;0.6;0.228571;275.625;66.9
0.910657596;1.1;0.188662;262.5;71.1
1.099319728;1.2;0.2322;318.029;66.1
1.331519274;1.3;0.246712;258.398;65
1.578231293;1.4;0.224943;243.199;59.3
1.803174603;1.5;0.253968;266.734;69.9
2.057142857;1.6;0.2322;236.25;59.5
2.289342404;2.1;0.243084;258.398;69.2
2.532426304;2.2;0.19229;246.828;67.2
2.724716553;2.3;0.210431;312.028;65.9
2.935147392;2.4;0.177778;285.129;65.5
3.11292517;2.5;0.177778;337.5;65.9
3.290702948;2.6;0.177778;337.5;68.5
3.468480726;3.1;0.203175;337.5;73.7
3.671655329;3.2;0.217687;295.313;71.6
3.889342404;3.3;0.225057;275.625;65.7
4.114399093;3.4;0.203061;266.599;59.4
4.317460317;3.5;0.206803;295.477;65
4.524263039;3.6;0.185034;290.132;61.6
4.709297052;4.1;0.204444;324.265;71.7
4.913741497;4.2;0.217007;293.478;72.6
5.130748299;4.3;0.183628;276.489;66.2
5.314376417;4.4;0.178594;326.747;63.4
5.492970522;4.5;0.181406;335.957;66.9
5.674376417;4.6;0.214059;330.75;71.7
5.888435374;5.1;0.19229;280.297;70.9
6.080725624;5.2;0.199546;312.028;70.7
6.280272109;5.3;0.200476;300.682;66.8
6.480748299;5.4;0.187732;299.287;59.2
6.668480726;5.5;0.200771;319.604;68.7
6.869251701;5.6;0.18381;298.848;60.3
7.053061224;6.1;0.206803;326.425;69.1
7.259863946;6.2;0.199546;290.132;71.8
7.459410431;6.3;0.19229;300.682;69.3
7.65170068;6.4;0.188662;312.028;67.1
7.840362812;6.5;0.19229;318.029;70.4
8.032653061;6.6;0.188662;312.028;68.6
8.221315193;7.1;0.19229;318.029;75.1
8.413605442;7.2;0.224943;312.028;74.5
8.638548753;7.3;0.203175;266.734;68.7
8.841723356;7.4;0.185034;295.313;64.2
9.02675737;7.5;0.181406;324.265;67.9
9.208163265;7.6;0.19229;330.75;65
