Onset;Bar.Crotchet;Duration (s);Tempo (bpm);Intensity (dB)
0.545668934;1.1;0.638549;0;78.5
1.184217687;1.2;0.580499;93.9631;77.7
1.764716553;1.3;0.476009;103.359;74.2
2.240725623;1.4;0.360408;126.048;71.3
2.601133786;2.1;0.35941;166.478;71.6
2.960544217;2.2;0.476009;166.94;72.1
3.436553287;2.3;0.392063;126.048;67.4
3.82861678;2.4;0.362585;153.036;68.3
4.191201814;3.1;0.359909;165.478;72.4
4.551111111;3.2;0.406349;166.709;78.1
4.957460317;3.3;0.421406;147.656;70.3
5.378866213;3.4;0.449342;142.381;74.2
5.828208616;4.1;0.376644;133.528;71.8
6.204852607;4.2;0.366395;159.302;70.7
6.571247165;4.3;0.376236;163.758;70.8
6.947482993;4.4;0.413243;159.474;72.1
7.360725623;5.1;0.568889;145.193;77.8
7.929614512;5.2;0.476009;105.469;76.1
8.405623582;5.3;0.441179;126.048;71.2
8.846802721;5.4;0.441179;135.999;71.8
9.287981859;6.1;0.383129;135.999;74.2
9.671111111;6.2;0.510839;156.605;74.4
10.18195011;6.3;0.441814;117.454;71.2
10.62376417;6.4;0.440544;135.804;71.7
11.06430839;7.1;0.303424;136.195;75.1
11.36773243;7.2;0.480635;197.743;81.6
11.84836735;7.3;0.448844;124.835;73.7
12.29721088;7.4;0.450544;133.677;74.5
12.7477551;8.1;0.429569;133.172;77.1
13.17732426;8.2;0.406304;139.675;72.3
13.58362812;8.3;0.301905;147.673;74
13.88553288;8.4;0.394739;198.738;77.5
14.28027211;9.1;0.501995;151.999;82.4
14.78226757;9.2;0.450771;119.523;83.6
15.23303855;9.3;0.417483;133.105;78
15.65052154;9.4;0.433447;143.718;76.5
16.08396825;10.1;0.460249;138.425;74.9
16.54421769;10.2;0.383129;130.364;81.4
16.92734694;10.3;0.452789;156.605;78.1
17.38013605;10.4;0.420091;132.512;77.5
17.80022676;11.1;0.450658;142.826;78.7
18.25088435;11.2;0.429569;133.139;78.1
18.68045351;11.3;0.476009;139.675;77.5
19.15646259;11.4;0.441179;126.048;73.1
19.59764172;12.1;0.406349;135.999;72.8
20.00399093;12.2;0.414059;147.656;75.9
20.41804989;12.3;0.43356;144.907;76.9
20.85160998;12.4;0.432063;138.389;73.1
21.28367347;13.1;0.407937;138.868;69.9
21.69160998;13.2;0.425397;147.082;77.2
22.1170068;13.3;0.441179;141.045;77.8
22.55818594;13.4;0.45288;135.999;75.7
23.01106576;14.1;0.417868;132.485;78.7
23.42893424;14.2;0.399773;143.586;76.7
23.82870748;14.3;0.390454;150.085;74.7
24.219161;14.4;0.393991;153.667;76.3
24.61315193;15.1;0.454263;152.288;75.8
25.06741497;15.2;0.405238;132.082;80.6
25.47265306;15.3;0.451723;148.061;75.3
25.92437642;15.4;0.407052;132.825;76.1
26.33142857;16.1;0.487619;147.401;83.8
