Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
1.395918367;1;1.83673;0;78
3.232653061;2;1.55918;32.6667;75.8
4.791836734;3;1.57193;38.4817;75.9
6.363764172;4;1.89746;38.1697;75.1
8.261224489;5;1.76327;31.6212;65.7
10.0244898;6;1.64082;34.0278;68.1
11.66530612;7;1.56735;36.5672;72.6
13.23265306;8;1.93469;38.2812;76.6
15.16734694;9;1.78776;31.0127;80.7
16.95510204;10;1.6898;33.5616;75.8
18.64489796;11;1.72245;35.5072;79.1
20.36734694;12;1.78776;34.8341;78.9
22.15510204;13;1.6;33.5616;73.3
23.75510204;14;1.77143;37.5;72.3
25.52653061;15;1.76327;33.871;65.6
27.28979592;16;2.25306;34.0278;73.8
29.54285714;17;1.86122;26.6304;61.5
31.40408163;18;1.77143;32.2368;67.2
33.1755102;19;1.70612;33.871;67.4
34.88163265;20;1.89388;35.1675;65.5
36.7755102;21;1.81224;31.681;63.7
38.5877551;22;2;33.1081;58.8
40.5877551;23;2.06531;30;64.8
42.65306122;24;2.0898;29.0514;67.3
44.74285714;25;2.03265;28.7109;70.1
46.7755102;26;2.22041;29.5181;64.7
48.99591837;27;1.90204;27.0221;63
50.89795918;28;2.29388;31.5451;66.9
53.19183673;29;1.94286;26.1566;62
55.13469388;30;2.16327;30.8824;67.2
57.29795918;31;1.93469;27.7358;69.4
59.23265306;32;2.09796;31.0127;76.4
61.33061224;33;2.00816;28.5992;77.3
63.33877551;34;2.04082;29.878;76.7
65.37959184;35;2.55698;29.4;75.1
67.93657596;36;2.01444;23.4651;67.8
69.95102041;37;1.82857;29.7849;74.8
71.77959184;38;1.7551;32.8125;77.8
73.53469388;39;1.76327;34.186;74.7
75.29795918;40;1.89388;34.0278;75
77.19183673;41;2.37551;31.681;72.4
79.56734694;42;1.8449;25.2577;61.5
81.4122449;43;1.81224;32.5221;66.3
83.2244898;44;1.9102;33.1081;71.1
85.13469388;45;1.95102;31.4103;73.6
87.08571429;46;1.92653;30.7531;72.4
89.0122449;47;1.74694;31.1441;82.3
90.75918367;48;1.57551;34.3458;81
92.33469388;49;1.55918;38.0829;82.4
93.89387755;50;1.59184;38.4817;78.4
95.48571429;51;1.64082;37.6923;73.3
97.12653061;52;1.63265;36.5672;72.2
98.75918367;53;1.64898;36.75;70.8
100.4081633;54;1.68163;36.3861;75.2
102.0897959;55;1.68576;35.6796;77.1
103.7755556;56;1.64485;35.5923;78.6
105.4204082;57;1.78776;36.4774;75.8
107.2081633;58;1.61633;33.5616;72.2
108.8244898;59;1.69796;37.1212;80.5
110.522449;60;1.72245;35.3365;80.6
112.244898;61;1.7551;34.8341;80.3
114;62;1.74694;34.186;78.7
115.7469388;63;1.78776;34.3458;76.3
117.5346939;64;1.93469;33.5616;69.7
119.4693878;65;2.23673;31.0127;72.8
121.7061224;1;1.79592;26.8248;81.8
123.5020408;2;1.61633;33.4091;77
125.1183673;3;1.62449;37.1212;73.7
126.7428571;4;1.81224;36.9347;73.7
128.555102;5;1.77959;33.1081;66.3
130.3346939;6;1.6317;33.7156;67.1
131.9663946;7;1.67757;36.7715;74
133.6439683;8;1.84991;35.7659;78.8
135.4938776;9;1.79592;32.434;81.5
137.2897959;10;1.63265;33.4091;75.9
138.922449;11;1.67347;36.75;81.3
140.5959184;12;1.7551;35.8537;78
142.3510204;13;1.6898;34.186;69.2
144.0408163;14;1.65714;35.5072;69.9
145.6979592;15;1.77143;36.2069;65.3
147.4693878;16;2.22041;33.871;73.8
149.6897959;17;1.95102;27.0221;61.2
151.6408163;18;1.78776;30.7531;66.4
153.4285714;19;1.65714;33.5616;68.8
155.0857143;20;1.86939;36.2069;65.4
156.955102;21;1.82041;32.0961;63.7
158.7755102;22;1.89388;32.9596;58.1
160.6693878;23;1.93469;31.681;65.6
162.6040816;24;1.96735;31.0127;63.7
164.5714286;25;2.04898;30.4979;69.5
166.6204082;26;2.34286;29.2829;61.9
168.9632653;27;1.90204;25.6098;59.4
170.8653061;28;2.30204;31.5451;61
173.1673469;29;2.31837;26.0638;62.4
175.4857143;30;2.45714;25.8803;55.3
177.9428571;31;2.12245;24.4186;59.8
180.0653061;32;2.19592;28.2692;72.4
182.2612245;33;2.01633;27.3234;75.1
184.277551;34;2.06531;29.7571;77.2
186.3428571;35;2.66122;29.0514;75.1
189.0040816;36;2.20408;22.546;66.5
191.2081633;37;1.97551;27.2222;71.4
193.1836735;38;1.84687;30.3719;75.7
195.0305442;39;1.92018;32.4874;74.2
196.9507256;40;1.97172;31.247;74.5
198.922449;41;2.38367;30.4302;73.3
201.3061224;42;1.89388;25.1712;61.8
203.2;43;1.77143;31.681;66.7
204.9714286;44;1.92653;33.871;71.2
206.8979592;45;1.90204;31.1441;73.7
208.8;46;1.97551;31.5451;69.3
210.7755102;47;1.86939;30.3719;79.5
212.644898;48;1.62449;32.0961;81.4
214.2693878;49;1.62449;36.9347;80.7
215.8938776;50;1.5793;36.9347;78.3
217.4731746;51;1.63703;37.9916;73.4
219.1102041;52;1.60399;36.6518;71.8
220.714195;53;1.72229;37.4067;70.8
222.4364853;54;1.72678;34.8373;73.9
224.1632653;55;1.70612;34.7468;78.3
225.8693878;56;1.64898;35.1675;76.9
