Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.307664399;0.5;0.211882;0;59.3
0.519546485;0.6;0.206077;283.176;62.9
0.725623583;1.1;0.191565;291.153;68.4
0.917188209;1.2;0.211882;313.21;67.8
1.129070295;1.3;0.203175;283.176;66
1.332244898;1.4;0.188662;295.313;61.1
1.520907029;1.5;0.24932;318.029;67.5
1.770226757;1.6;0.191859;240.655;60.1
1.962086168;2.1;0.206077;312.729;65.2
2.168163265;2.2;0.188662;291.153;66.6
2.356825397;2.3;0.200272;318.029;65.1
2.557097506;2.4;0.200272;299.592;67
2.757369615;2.5;0.145125;299.592;68.1
2.902494331;2.6;0.214785;413.438;63.8
3.117278912;3.1;0.188662;279.35;67.7
3.305941043;3.2;0.191565;318.029;67.7
3.497505669;3.3;0.200272;313.21;67.5
3.697777778;3.4;0.203175;299.592;58.9
3.900952381;3.5;0.190975;295.313;68
4.091927438;3.6;0.238594;314.177;60.2
4.330521542;4.1;0.188662;251.473;66.4
4.519183673;4.2;0.17415;318.029;67.2
4.693333333;4.3;0.199955;344.531;65.3
4.893287982;4.4;0.18898;300.068;68.1
5.082267574;4.5;0.145125;317.495;66.9
5.22739229;4.6;0.223492;413.438;66
5.450884354;5.1;0.156735;268.466;71.8
5.607619048;5.2;0.17415;382.813;69.7
5.781768707;5.3;0.19737;344.531;70.6
5.979138322;5.4;0.217687;303.998;63.9
6.196825397;5.5;0.187347;275.625;69.7
6.384172336;5.6;0.233515;320.261;62.7
6.617687075;6.1;0.191565;256.943;69.1
6.809251701;6.2;0.177052;313.21;67.2
6.986303855;6.3;0.15093;338.883;64.9
7.13723356;6.4;0.191565;397.536;63.7
7.328798186;6.5;0.168345;313.21;71.8
7.497142857;6.6;0.203175;356.412;66.1
7.70031746;7.1;0.168345;295.313;71.7
7.868662132;7.2;0.165442;356.412;71
8.034104308;7.3;0.203175;362.664;69.2
8.237278912;7.4;0.17415;295.313;67
8.411428571;7.5;0.17746;344.531;69.8
8.588888889;7.6;0.185351;338.104;69.8
8.774240363;8.1;0.194308;323.709;71.8
8.968548753;8.2;0.156893;308.787;71.1
9.125442177;8.3;0.182857;382.425;68.8
9.30829932;8.4;0.171247;328.125;66.7
9.479546485;8.5;0.186531;350.371;68.2
9.666077098;8.6;0.170476;321.663;69.5
9.836553288;9.1;0.159637;351.955;69.6
9.996190476;9.2;0.203175;375.852;70.1
10.19936508;9.3;0.194354;295.313;68.1
10.39371882;9.4;0.200385;308.715;63.5
10.59410431;9.5;0.191565;299.423;69.4
10.78566893;9.6;0.255419;313.21;61
11.04108844;10.1;0.19737;234.908;66.7
11.23845805;10.2;0.182857;303.998;69.1
11.42131519;10.3;0.168345;328.125;65.5
11.58965986;10.4;0.153832;356.412;60.3
11.74349206;10.5;0.214785;390.035;62.6
11.95827664;10.6;0.188662;279.35;67.1
12.14693878;11.1;0.191565;318.029;65.7
12.3385034;11.2;0.188662;313.21;65.3
12.52716553;11.3;0.177052;318.029;64.9
12.70421769;11.4;0.226395;338.883;59.4
