Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
0.993333333;1;1.35;0;64.8
2.343333333;2;1.26667;44.4444;66
3.61;3;1.27;47.3684;72.3
4.88;4;1.24667;47.2441;69.1
6.126666667;5;1.27;48.1283;74.3
7.396666667;6;1.19667;47.2441;69
8.593333333;7;1.26333;50.1393;73
9.856666667;8;1.21;47.4934;69.7
11.06666667;9;1.27333;49.5868;72.9
12.34;10;1.41;47.1204;72.3
13.75;11;1.31;42.5532;69.4
15.06;12;1.33667;45.8015;73.2
16.39666667;13;1.38667;44.8878;76.2
17.78333333;14;1.47667;43.2692;65.7
19.26;15;1.38333;40.6321;64.7
20.64333333;16;1.29954;43.3735;70.4
21.942875;17;1.32379;46.1701;75.5
23.26666667;18;1.2691;45.3244;70.6
24.53577083;19;1.30756;47.2774;72.6
25.84333333;20;1.25667;45.8869;73.8
27.1;21;1.28;47.7454;75.4
28.38;22;1.22;46.875;78.7
29.6;23;1.32427;49.1803;79.5
30.92427083;24;1.34906;45.308;67.6
32.27333333;25;1.29667;44.4753;77.6
33.57;26;1.31333;46.2725;64.7
34.88333333;27;1.48;45.6853;70.3
36.36333333;28;1.65667;40.5405;64.7
38.02;29;1.34;36.2173;65.9
39.36;30;1.28333;44.7761;64.7
40.64333333;31;1.31667;46.7532;77.6
41.96;32;1.26;45.5696;67.4
43.22;33;1.28333;47.619;66.3
44.50333333;34;1.25;46.7532;65
45.75333333;35;1.32452;48;73.1
47.07785417;36;1.18548;45.2994;66.9
48.26333333;37;1.49;50.6124;70.3
49.75333333;38;1.56922;40.2685;63.7
51.32255208;39;1.32745;38.2356;72.3
52.65;40;1.21;45.1995;71.4
53.86;41;1.21333;49.5868;76.2
55.07333333;42;1.32667;49.4506;72.6
56.4;43;1.37;45.2261;72.5
57.77;44;1.28333;43.7956;68.8
59.05333333;45;1.29333;46.7532;73.9
60.34666667;46;1.15789;46.3918;70.1
61.50455208;47;1.50545;51.8186;80.4
63.01;48;1.34667;39.8552;78
64.35666667;49;1.25333;44.5545;79
65.61;50;1.31;47.8723;81.3
66.92;51;1.21;45.8015;78.4
68.13;52;1.23821;49.5868;78.2
69.36820833;53;1.27846;48.4571;79.9
70.64666667;54;1.22667;46.9315;79.3
71.87333333;55;1.18667;48.913;81.1
73.06;56;1.27;50.5618;85
74.33;57;1.28;47.2441;83
75.61;58;1.33667;46.875;71.4
76.94666667;59;1.33;44.8878;69.3
78.27666667;60;1.26333;45.1128;66.1
79.54;61;1.27667;47.4934;69.1
80.81666667;62;1.22667;46.9974;66.8
82.04333333;63;1.21667;48.913;74.9
83.26;64;1.22333;49.3151;72.8
84.48333333;65;1.22333;49.0463;73.5
85.70666667;66;1.23;49.0463;71.4
86.93666667;67;1.25667;48.7805;72.8
88.19333333;68;1.41667;47.7454;65.6
89.61;69;1.33;42.3529;69.1
90.94;70;1.52;45.1128;63.6
92.46;71;1.28333;39.4737;63.5
93.74333333;72;1.28;46.7532;71.4
95.02333333;73;1.28333;46.875;64
96.30666667;74;1.34667;46.7532;69
97.65333333;75;1.49667;44.5545;73.6
99.15;76;2.58;40.0891;67.2
101.73;77;2.05667;23.2558;66.1
103.7866667;78;2.47667;29.1734;67
106.2633333;79;1.79333;24.2261;65.7
108.0566667;80;1.67333;33.4572;71
109.73;81;1.57;35.8566;74.5
111.3;82;1.92;38.2166;70.4
113.22;83;1.68;31.25;69.6
114.9;84;1.69667;35.7143;78.6
116.5966667;85;1.69667;35.3635;74.7
118.2933333;86;1.92333;35.3635;69.3
120.2166667;87;1.68333;31.1958;63.7
121.9;88;1.79333;35.6436;73
123.6933333;89;2.09333;33.4572;63.8
125.7866667;79;1.92223;28.6624;64.7
127.7088958;80;1.78444;31.2138;70.2
129.4933333;81;1.64353;33.624;72.3
131.1368646;82;2.06314;36.5068;71.3
133.2;83;1.76;29.0819;69.8
134.96;84;1.82083;34.0909;76.2
136.7808333;85;1.76917;32.9519;71.3
138.55;86;1.82;33.9143;67.1
140.37;87;1.80099;32.967;64.5
142.1709896;88;1.81234;33.315;72.7
143.9833333;89;2.05;33.1063;64.7
146.0333333;90;2.02;29.2683;63.5
148.0533333;91;1.72333;29.703;71.8
149.7766667;92;1.68333;34.8162;73.4
151.46;93;1.92667;35.6436;75.3
153.3866667;94;1.72667;31.1419;71.5
155.1133333;95;1.84;34.749;77.2
156.9533333;96;1.77667;32.6087;72.5
158.73;97;1.77667;33.7711;70.7
160.5066667;98;1.83333;33.7711;69
162.34;99;1.91667;32.7273;75.2
164.2566667;100;2.15333;31.3043;70.3
166.41;101;1.89832;27.8638;64.7
168.3083229;102;1.72501;31.6068;74.2
170.0333333;103;1.88333;34.7824;74.4
171.9166667;104;1.94667;31.8584;70
173.8633333;105;1.84667;30.8219;66.6
175.71;106;1.75333;32.491;80.7
177.4633333;107;2.02;34.2205;74.6
179.4833333;108;2.3;29.703;69.2
181.7833333;90;1.90667;26.087;66.2
183.69;91;1.80725;31.4685;69.7
185.49725;92;1.62275;33.1996;69.5
