Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
0.187755102;1;2.7102;0;53.5
2.897959183;2;2.57143;22.1386;63
5.469387755;3;2.39184;23.3333;58.2
7.861224489;4;2.53061;25.0853;66.2
10.39183673;5;2.52245;23.7097;68.4
12.91428571;6;2.25306;23.7864;74
15.16734694;7;2.73469;26.6304;66.8
17.90204082;8;2.4898;21.9403;61.1
20.39183673;9;2.62041;24.0984;53.5
23.0122449;10;2.21224;22.8972;53.7
25.2244898;11;2.46531;27.1218;60.3
27.68979592;12;2.57143;24.3377;62.4
30.26122449;13;2.58776;23.3333;53.6
32.84897959;14;2.18776;23.1861;67.4
35.03673469;15;2.26122;27.4254;68.4
37.29795918;16;2.5551;26.5343;68.3
39.85306122;17;2.41633;23.4824;67.2
42.26938776;18;2.14694;24.8311;63.2
44.41632653;19;2.3102;27.9468;63.4
46.72653061;20;2.36735;25.9717;54.1
49.09387755;21;2.34286;25.3448;68.3
51.43673469;22;2.34286;25.6098;74.3
53.77959184;23;2.38367;25.6098;62.2
56.16326531;24;2.27973;25.1712;73.3
58.4429932;25;2.21823;26.3189;76
60.66122449;26;2.21224;27.0486;78.2
62.87346939;27;2.22857;27.1218;68.9
65.10204082;28;2.27755;26.9231;80
67.37959184;29;2.17143;26.3441;68.7
69.55102041;30;2.18776;27.6316;72.9
71.73877551;31;2.30204;27.4254;77.7
74.04081633;32;2.18776;26.0638;78.3
76.22857143;33;2.44898;27.4254;70
78.67755102;34;2.39184;24.5;61.6
81.06938776;35;2.44082;25.0853;75.4
83.51020408;36;2.24499;24.5819;70.9
85.75519274;37;2.35909;26.7262;75
88.11428571;38;2.19592;25.4335;65.4
90.31020408;39;2.11429;27.3234;68.7
92.4244898;40;2.22857;28.3784;74.3
94.65306122;41;2.59592;26.9231;73.4
97.24897959;42;2.25306;23.1132;63.1
99.50204082;43;2.06531;26.6304;71.1
101.5673469;44;2.0898;29.0514;69.3
103.6571429;45;2.04898;28.7109;73.8
105.7061224;46;2.02449;29.2829;78.2
107.7306122;47;2.0898;29.6371;78.5
109.8204082;48;2.04898;28.7109;78.1
111.8693878;49;2.10612;29.2829;79.7
113.9755102;50;2.11429;28.4884;78.2
116.0897959;51;1.97238;28.3784;81.6
118.0621769;52;2.02918;30.4201;80
120.0913605;53;2.05558;29.5685;78.9
122.1469388;54;2.02449;29.1889;79.4
124.1714286;55;2;29.6371;75.8
126.1714286;56;2.01633;30;74.8
128.1877551;57;2.35526;29.7571;78.5
130.5430159;58;2.39576;25.4749;74.3
132.9387755;59;2.1551;25.0442;78.1
135.0938776;60;2.18753;27.8409;78
137.2814059;61;2.52268;27.4282;73.4
139.8040816;62;2.28571;23.7843;74
142.0897959;63;2.3102;26.25;74.7
144.4;64;2.2449;25.9717;75.2
146.644898;65;2.58776;26.7273;77.2
149.2326531;66;3.02041;23.1861;73.1
152.2530612;67;2.50612;19.8649;63.3
154.7591837;68;2.22041;23.9414;63.4
156.9795918;69;2.18776;27.0221;71.1
159.1673469;70;2.44898;27.4254;83.2
161.6163265;71;2.6449;24.5;75.8
164.2612245;72;2.56327;22.6852;62.9
166.8244898;73;2.43265;23.4076;66.1
169.2571429;74;2.36735;24.6644;69.3
171.6244898;75;2.52245;25.3448;72.7
174.1469388;76;2.8;23.7864;66.1
176.9469388;77;2.80816;21.4286;62
179.755102;78;2.61224;21.3663;59.3
182.3673469;79;2.52245;22.9688;67.9
184.8897959;80;2.62041;23.7864;66.2
187.5102041;81;2.46531;22.8972;65.9
189.9755102;82;2.79184;24.3377;67.9
192.7673469;83;2.62857;21.4912;66.5
195.3959184;84;2.62857;22.8261;66.6
198.0244898;85;2.4;22.8261;64.1
200.4244898;86;2.39184;25;65.1
202.8163265;87;2.45776;25.0853;68.3
205.2740816;88;2.36673;24.4125;65.8
207.6408163;89;2.48163;25.3514;69
210.122449;90;2.8;24.1776;58.3
212.922449;1;2.5551;21.4286;58.8
215.477551;2;2.57959;23.4824;65.4
218.0571429;3;2.51429;23.2595;58.7
220.5714286;4;2.63673;23.8636;64.6
