Onset;Bar.Quaver;Duration (s);Tempo (bpm);Intensity (dB)
0.405333333;1.1;1.62667;0;27.4
2.032;1.2;1.568;37.0066;64.3
3.6;1.3;1.60533;38.2653;64.1
5.205333333;1.4;1.64267;37.0066;70.1
6.848;2.1;1.632;35.9425;68.9
8.48;2.2;1.65333;36.4078;69.9
10.13333333;2.3;1.78133;36.645;65.4
11.91466667;2.4;1.54667;33.9879;66.4
13.46133333;3.1;1.62667;38.2653;62.8
15.088;3.2;1.62667;37.1287;61.6
16.71466667;3.3;1.568;36.7647;66.3
18.28266667;3.4;1.62133;38.0432;58.6
19.904;4.1;1.71828;36.7307;68.3
21.62228125;4.2;1.71639;34.7222;70.1
23.33866667;4.3;1.97333;31.4323;70
25.312;4.4;2.15467;34.4999;62
27.46666667;5.1;1.71733;26.9139;50.4
29.184;5.2;1.6;36.7647;68.2
30.784;5.3;1.53535;38.3959;62.2
32.31935417;5.4;1.55798;39.054;69
33.87733333;6.1;1.536;36.8928;60.4
35.41333333;6.2;1.472;39.8936;61.5
36.88533333;6.3;1.61067;40.6137;68.1
38.496;6.4;1.65333;37.3754;66.1
40.14933333;7.1;1.6;34.9379;61.1
41.74933333;7.2;1.49333;39.4737;62.8
43.24266667;7.3;1.46133;39.6127;68.9
44.704;7.4;1.6;41.9776;71.3
46.304;8.1;1.44;37.1776;72.5
47.744;8.2;1.39733;41.6053;67.2
49.14133333;8.3;1.49333;42.2932;67.8
50.63466667;8.4;1.30133;40.6137;70.7
51.936;9.1;2.00533;46.1538;76.4
53.94133333;9.2;1.76;29.431;71.6
55.70133333;9.3;1.45067;33.7838;68.1
57.152;9.4;1.728;43.4363;70.7
58.88;10.1;1.48267;32.2595;72
60.36266667;10.2;1.57867;43.8998;72.9
61.94133333;10.3;1.632;37.5626;71.2
63.57333333;10.4;1.48167;38.0952;69.8
65.055;11.1;1.697;40.2955;69
66.752;11.2;1.81333;35.1483;73.6
68.56533333;11.3;2.31467;31.7861;66.2
