Onset;Bar;Duration (s);Tempo (bpm);Intensity (dB)
1.2;1;1.328;0;62.4
2.528;2;1.292;45.1807;58.5
3.82;3;1.32;46.4396;69.4
5.14;4;1.256;45.4545;63.6
6.396;5;1.26;47.7707;65.1
7.656;6;1.272;47.619;65.3
8.928;7;1.256;47.1698;71.4
10.184;8;1.24;47.7707;70.4
11.424;9;1.31803;48.3871;65.8
12.74203125;10;1.42597;45.5224;63.4
14.168;11;1.336;42.0767;64.4
15.504;12;1.428;44.9102;63.4
16.932;13;1.448;42.0168;69.6
18.38;14;1.62;41.4365;62.8
20;15;1.284;37.037;65.3
21.284;16;1.304;46.729;68.6
22.588;17;1.26;46.0123;73.1
23.848;18;1.276;47.619;69.4
25.124;19;1.252;47.0219;75.4
26.376;20;1.288;47.9233;71.4
27.664;21;1.244;46.5839;79.3
28.908;22;1.2;48.2315;76.7
30.108;23;1.30915;50;75.7
31.41714583;24;1.28285;45.8314;68.9
32.7;25;1.296;46.7707;74.3
33.996;26;1.32;46.2963;68.6
35.316;27;1.428;45.4545;67.2
36.744;28;1.89713;42.0168;61.1
38.641125;29;1.35487;31.6268;65.3
39.996;30;1.296;44.2845;61.8
41.292;31;1.34;46.2963;62.5
42.632;32;1.28591;44.7761;69.7
43.91790625;33;1.33809;46.6597;66.9
45.256;34;1.252;44.8399;63.6
46.508;35;1.4;47.9233;67.6
47.908;36;1.28;42.8571;64.3
49.188;37;1.684;46.875;65.1
50.872;38;1.42;35.6295;60.8
52.292;39;1.36;42.2535;68.4
53.652;40;1.3;44.1176;68
54.952;41;1.32;46.1538;70.5
56.272;42;1.37765;45.4545;67.5
57.64964583;43;1.34235;43.5526;70.1
58.992;44;1.292;44.6976;71.2
60.284;45;1.284;46.4396;72.3
61.568;46;1.32;46.729;71.1
62.888;47;1.236;45.4545;76.9
64.124;48;1.292;48.5437;76.5
65.416;49;1.26;46.4396;77.1
66.676;50;1.25818;47.619;74.4
67.93417708;51;1.30582;47.688;73.2
69.24;52;1.24;45.948;79.4
70.48;53;1.268;48.3871;77.5
71.748;54;1.28;47.3186;78.1
73.028;55;1.228;46.875;79.4
74.256;56;1.224;48.8599;80.3
75.48;57;1.304;49.0196;80.3
76.784;58;1.47014;46.0123;78.5
78.25413542;59;1.34186;40.8126;71.5
79.596;60;1.252;44.7139;61.9
80.848;61;1.296;47.9233;67.3
82.144;62;1.244;46.2963;61.8
83.388;63;1.248;48.2315;67.7
84.636;64;1.216;48.0769;70.1
85.852;65;1.204;49.3421;71
87.056;66;1.25706;49.8339;71.6
88.3130625;67;1.23894;47.7303;69.4
89.552;68;1.416;48.4286;65
90.968;69;1.24185;42.3729;69.3
92.20985417;70;1.40215;48.3149;68.9
93.612;71;1.228;42.7916;67.1
94.84;72;1.28;48.8599;65.2
96.12;73;1.392;46.875;57.1
97.512;74;1.284;43.1034;69.2
98.796;75;1.496;46.729;67.3
100.292;76;3.444;40.107;61.8
103.736;77;2.18731;17.4216;66.8
105.9233125;78;2.72469;27.4309;58.8
108.648;79;1.81636;22.0209;58.8
110.4643646;80;1.50364;33.033;65.3
111.968;81;1.52103;39.9033;70.4
113.4890313;82;1.72297;39.4469;72.5
115.212;83;1.516;34.8236;69.7
116.728;84;1.5111;39.5778;72.8
118.2391042;85;1.5529;39.7061;73.6
119.792;86;1.536;38.6375;69.3
121.328;87;1.564;39.0625;67.3
122.892;88;1.792;38.3632;68
124.684;89;2.312;33.4821;68.3
126.996;79;1.84445;25.9516;59.8
128.8404479;80;1.75555;32.5301;66.8
130.596;81;1.548;34.1773;69.2
132.144;82;1.8;38.7597;72.8
133.944;83;1.59827;33.3333;67.4
135.5422708;84;1.51373;37.5406;71.5
137.056;85;1.664;39.6372;73.2
138.72;86;1.536;36.0577;68.6
140.256;87;1.68;39.0625;66.7
141.936;88;1.872;35.7143;66.2
143.808;89;2.392;32.0513;63.2
146.2;90;1.82;25.0836;58.3
148.02;91;1.52;32.967;70.9
149.54;92;1.51361;39.4737;69
151.0536146;93;1.66639;39.6402;71.8
152.72;94;1.62;36.0061;69.8
154.34;95;1.44;37.037;71.4
155.78;96;1.624;41.6667;71.5
157.404;97;1.48;36.9458;66.4
158.884;98;1.528;40.5405;66.6
160.412;99;1.75149;39.267;69.4
162.1634896;100;1.77251;34.2566;69.3
163.936;101;1.68146;33.8503;66.8
165.6174583;102;1.48254;35.6833;73.3
167.1;103;1.708;40.471;73.3
168.808;104;1.75889;35.1288;71
170.5668854;105;1.54266;34.1125;68.5
172.1095417;106;1.57446;38.894;76.1
173.684;107;1.70014;38.1083;72.5
175.3841354;108;1.94786;35.2913;69.6
177.332;90;1.688;30.803;62.5
179.02;91;1.544;35.545;69.5
180.564;92;1.476;38.8601;67.7
182.04;93;1.648;40.6504;71.6
183.688;94;1.604;36.4078;70.6
185.292;95;1.492;37.4065;75.7
186.784;96;1.59804;40.2145;74.7
188.3820417;97;1.56596;37.546;69.2
189.948;98;1.524;38.3152;70.6
191.472;99;1.844;39.3701;69.3
193.316;100;1.924;32.538;60.4
195.24;101;1.728;31.185;64.9
196.968;102;1.58;34.7222;71.7
